Text,Label
በሸዋ ደራ ጉንዶ መስቀል ተማ በወረራ ገብቶ የነበረው የኦነግ ሸኔ የሽብር ቡድን በአዷ ዞን አደቆጫ ቀበሌ ነዋሪወችን መግደሉን በተማ በገጠር ነዋሪወችን አግቶ ጫካ መውሰዱን ነዋሪወች,Individual
ያ ማለት ምንድን ነው ? ወልዲያ ከተማ በፋኖዎች እይታ ውስጥ ናት ማለት ነው,Individual
ወጣቶች ሃይማኖታዊ አክራሪነትንና ጽንፈኝነትን ሊከላከሉ,Non-Racist
እናት ስትሆን በማህጸኗ ተሸክማ ወንድን ታገለግላለች እህት ስትሆን ለወንድሟ ምሳ ታቀርባለች ሚስት ስትሆን ስፐርም ትቀበላለች,Non-Racist
የሀበሻ ወንዶች መቀጥቀጥ,Country
በፎቶ በቪድዮ ጭምር በተጨባጭ ማሰረጃ የተደገፈውን የወሎ ኦሮሞወች የተደረገውን ዘግኛኝ ጭፍጨፋን አለፈው ብለን እኛንም እየገረመን ቆይ ቆይ ለካሰ አንተና መሰሎችሁ ሰለ ኦሮሞ ህዝቦች በደል የኦሮሞን ህዝቦች እንድጠለሽ ከተቻለም ከምድረ ገጽ እንድጠፋ ከሚሆነው ከጀርባ ያላችሁት እንደሆነ ዘንግቸው ለሁሉም ቅማንትን የወሎን ኦሮ,Non-Racist
ኦሮሞ አረመኔ የማየው እር ልቦና ይስጣቸው,Non-Racist
ይሙት ከዋልታ ቆሻሻና ዘረኛ በኢትዮጵያዊነት ካባ ስር መወሸቁ ዘረኛነታቹህን አይደብቀውም,Individual
አማራ ጥንትም አሁንም የኦሮሞና የሌሎች ብሄረሰቦች ጠላት ኦሮማራ የሚባል አማራ የኦሮሞ ነባር ጠላት እንጅ ወዳጅ አያውቅም,Regional
የጁንታው አፈቀላጤ የአውራምባ ታይምስ ባለቤት ከሀገር ሀገር ጋዜጠኞችን የአገዛዙ ተቃዋሚወችን ሲሰልል ጋዜጠኛ ዳዊት ከበደ በፌደራል ፖሊስ ቁጥጥር ውሏል,Individual
ሆ ሰከን ብትልስ,Non-Racist
ስምህ ተፅፎበት ተቀምጧል ገጀራው,Non-Racist
ፈት ገደል ግቢ አመዳም ሁሌ ስትቀባጥሪ አልንሽ አልከበርም አልሽ ብዳታም ሸርሙጣ,Individual
ይሄን ላልሰለጠኑት የቄሮ ድንጋዮች በኦሮምኛ አስተምሯቸ,Regional
ይሄ የፅንፈኛው አብይ አመድ አስራ አንደኛ ሰአት የመጨረሻ እንቅልፍ አልባ የጣር ዘመን ስልቶች መካከል አሁን ላይ እንደ ስልት ካርዱን መዞ ወደ ኦፐሬሽን የመጣበት አንዱ እቅዱ መጀመሪያ ጎጃምን ቀጥሎ ጐንደርን ቀጥሎ ሸዋን ቀጥሎ ወሎን ነጣጥሎ የመወጋት መሆኑን ሁሉም አማራ በጊዜ ሊገነዘብ እና ነቅቶ በሁሉም አቅጣጫ ሊነሳ ይገባል,Country
ቅዠታም,Non-Racist
ከብት ናችሁ,Individual
እያንዳንዱ ፋኖ የተማሩ ባለ ምጡቅ ክህሎት ባለቤቶች ናቸው,Individual
መሰጠት መታደል የሚባል ገብርየን ልሁን ስለመረጥክ ገብርየን አትሆንም ገብርየ በወገኖቹ የታመነ ጀግና የጦር መሪ,Non-Racist
ለእግዚአብሄር ክብር ይገባዋል ቅማላም ትግሬወችን ከፈላጭ ቆራጭ ደም አፍሳሽነታቸው አሽቀንጥሮ ስለጣለልን ክብር ለአብ ክብር ለወልድ ክብር ለመንፈስ ቅዱስ አምላክ,Country
ከሁሉ ይገርመን የነበረው አልከፍልም አለኝ እያሉ አገሩን በኡኡታ የሚያቀልጡት ሴተኛ አዳሪወች,Individual
ጥምቀትን ለማደብዘዝ ሰበር ሰርታችሁ አማራ ሲታገት አላችሁ ጎንደር አይናገር አድርሷቸው,Non-Racist
የህወሀት መግለጫ በትግራይ የብልፅግና ቡዱን የአፈና ድራማ በአስቸኳይ እንድያቆም ህወሀት በመግለጫው,Regional
አፍነጫ ሲመታ አይን እንደሚያለቅሰዉ ሁሉ ከየትኛውም አለም ጥግ አንድ አማራ ሲነካ ሁሉም በጋራ ሊያመው ይገባል,Regional
በዛሬው እለት  ወደ ጉብያ ዛንበራ ብርጌዶችን እና አማራን ለማጥቃት ወራሪ ኃይል  በሁለት ባንዳዎች እየተመራ የገባ ቢሆንም ሁለቱም ባንዳዎች በፋኖ በተተኮሰ ጥይት  ተቆልተዋል,Regional
ነጠላው አውልቀው ጦር አየሰበቁ አማኝ መምሰል አያስፈልግም,Country
ዘመደ ከእነዚህ ትበልጣለህ ጫማዋን እስክታጠልቅ ውሸት አለምን ትዞራለች እነርሱም እውነትን የሚዘግቡ አይደሉም የአንተ ታይላለች ዘመደ አንደኛ መስሎት ለሚመጣው ፅዋ ቀማሽ ሰላም ዘመን ይምጣልን,Individual
ግሩብ አለሁ,Individual
ህገመንግስት የሚለውን ዛዛታ ተውትና አረመኔው እስላሙ ፈላሻው ማንን,Non-Racist
እዚ ግሩፑ ኢትዮጲያን የሚሳደበው በጠጣም ትላም ጋላ ሸገር የሚገኘው አንገቱን ገንጥላቹ ጣሉት ቄራ አካባቢ የጋሎች ቢሮ ጥበቃ ሳ የሚሰራው,Individual
የስልጣን ጥማተኛ መጠቀሚያ ሚድያ አቋቁም,Non-Racist
እንዳያደርግ አሳስረውት አጀዝበውትስ,Country
ከጀግናው ክርስቲያን ታደለ የተወነጨፈው ሚሳኤል አህያ ጎንደሬወችን እሬሳ በእሬሳ ሲያደርግ ቀሪወችን አቃጥሎ እራቁታቸውን አስቀርቷቸዋል,Regional
ሽርጣም ሙስሊም ከቅድስት እጅህን አንሳ,Country
ብላችሁ ብላችሁ ሰም ለጠፋችሁበትለእምነቱ ስለቆመ ባንዳ አለቅላቂ ብቻንግድ ባንክ መላው ባንክ ቢከሰው አናምንም ምቱም ብቁ ኢትዮጵያዊ,Individual
ጋላ የተሰራው በአማራ ተረፈ ምርት,Regional
ግሩብ አለሁ,Individual
ዘሜ ሞኝን እባብ ስንቴ ነደፈው ቢሉ ሁለቴ አንደ ሳያይ አንደ ሲያሳይ,Non-Racist
ይህንን ስናወግዝ የኦሮሞ መሀበረሰብን በጅምላ በመኮነን የጥፋት ሀይሎችን ስለዚህ የኦሮሞ መሀበረሰብ የሱ ባህል ወግ ባልሆነ መንገድ በዜጎች ግፍ የሚፈፅሙ ዜጎችን ማውገዝ የኦሮሞ ህዝብን,Individual
ጋላ መጣበት ማዳጋስካር ይመለሳታል ታግሰን እንቀመጣለን በተለያዩ የጦር ሜዳ ሆነን ተያይተናል እንተዋወቃለን አማራ ከተነሳ ጋላ ለወሬ ነጋሪ አይተርፍም ብታርፉ ይሻላል,Regional
እግዚአብሄር ከእናንተ,Non-Racist
የትግራይ ይኼን መርሳት የለበትም ሲኖዶስና መጅሊስ አመት ሙሉ በትግራይ ዘረኝነት ሲሰብኩ የኖሩ,Country
የፋኖ መግለጫ በራሳችን ልጆች መመራት ያቆመናል,Individual
ቁሳዊ ጎጥ እንድያጠነዠው እያለ ምንሀይማኖት ሀይማኖት አፉኝ ጨቋኝ ስረአት ሊይዙ ኦርቶዶክስ እንደዚ ሰይጣናዊ የሚሰሩ ሰወች ይዛ እምነት መባሏ አሳፉሪ,Country
ሊበሏት ያሰቧትን አሞራ ደሮ ይሏታል ደብተራወች ሲፎግሩን ሙፍቲን ከራሳቸው የእምነት አባት እንወዳቸዋለን እያሉ እኛን ደጋፊ ነቃፊ አድርገው ይካፋፍሉናል እያሆነ ያለውም የነበረው ሙስሊሙን በዘር አዙሪት ከተው በመከፋፈል ሙስሊሙን አቅም አልባ የራሳቸውን የበላይነት ማንገስ,Country
ኬኛ አስመሳይ ለምድ ለባሽ ተኩላ መሆንህን አጣነው ኦርቶዶክስን ቸርች ለማድረግ የምታደርገው አይሳካልህም በፅኑ አለት የተመሰረተች ናትና,Country
ሻወር ከራስ ይጀምራል መጀመሪያ ራስህን አፅዳ መጀመሪያ ከፋፋዩ ሚድያ ዋልታ,Individual
ሰርዊቱ የገገዘብ እና የመሳሪያ ከሙሉ ድጋፍ ጋር በአሀዝ 150% በጦርነት አቅም ወደ ጦርነት ቢገባም በክንደ ነበልባሎቹ አንጀት አርስ አናብስት ፋኖዎች እየታጨደ በአግባሉ እየተከመረ ነው,Country
ቅዘናም በጭባጫ አፍ አለኝ ታወራለህ ሴታሴት ውሻ,Individual
ህዝባችን በጥቅሉ ደግሞ ሰኞ በነቂስ በመውጣት የክልሉን ዋና ዋና መንገዶችን በመዝጋት ለወገን ኃይል ሽፋን ስጥ,Country
2 ወር ቀራቸው እንገላገላቸዋለን,Non-Racist
ብሄርተኝነት የሚቃወሙ የፅንፈኛ አክራሪ ነፍጠኛው ቡድን አባላት,Regional
አማራ ማስ ማድያ የተመሰረተው በነበረከት ቁመት አትፍረዱበት ነፃ አልወጣም በየቀኑ ከሚጨፈጨፉት እኩል ተጨፋጫፊ ድርጅት,Non-Racist
ጀኔራሎቹ ህዝቡ አንቅሮ ተፍቷቸው ባይተዋር ሆነው ተክዘዋል,Country
ጋላ የተሰራው በአማራ ተረፈ ምርት,Regional
ባንክ ማስታወቂያ መስራት አማራቹ,Non-Racist
ማመስገን ትልቅነት አክባሪ ክብሩ የበዛ,Non-Racist
ሶስተኛው ምክንያት የመከላከያ ሀይል ተብዬው ምንም አይነት ራዕይ የሌለው የመዋጋት ሞራልና ብቃት ተነሳሽነት የሌለው ለምን እንደሚዋጋ የማያውቅ በመሆኑ ነው,Country
ኦሮሞ ለፈጣሪው ምስጋና የሚያቀርብበት መንገድ ነፍጥኞች የመረጡለት መንገድ ሊሆን አይችልም,Regional
ክርስቲያን ድሮም አየሞተ የደረሰው,Individual
እንኳን ለእትዮጵያ እምየ የሚይዝን ትውልድ አለመኖሩ እንኳን ለኛ ለሌሎችም እርጉም ትውድ,Country
በሀገራችን ዋናው የዘረኝነት ምንጩ ከወደ ሰሜኑ የህውሀት መንደር,Regional
አገር ሂደህ ኢትዮጵያዊውን ስታገኝ ሰፍ ካልክ ህልም ያልክ ዘረኛ,Country
በአድስ አበባ የክልል መንግስታት በክልላቸው ያሉትን ባህሎች የሚያስተዋውቁበት የባህል ማህከል ሊያቋቁሙ,Non-Racist
የባለጌ ጋዜጠኞች መሰብሰቢያ ገንዳ ዋልታ ቲቪ,Individual
ሙቶ መስወት ሁኖ ቤተክርስቲያንን,Country
የጎጃም ደብተራ እንቦጭን ቀናት የሚያጠፋ መተት መስራቱን,Non-Racist
ሙስሊሞች እለት እለት ከንጋት ቀጣዩ እለት ንጋት በስግደት ለአላህ የሚገብሩትን ያክል መጽሃፍትን ለማምበብ እውቀትን ለመሸመት ቢያባክኑ ኖሮ አንድም ሙስሊሞ አይገኝም ሊያ,Country
የሁለታችሁም ቀብር እገኛለሁ ሙቱ ቢቻ,Country
ዋልታ ሰራተኞች ነፍጠኝነታችሁ ቅጥ ያጣ,Individual
ሆዳደር ፈሪወች ስለሆኑ,Non-Racist
ሸዋ ሮቢትና አጣዬ አጠቃላይ ሰሜን ሸዋ  በተደጋጋሚና ቁጥር በሌለው ወረራ  መውደማቸው ይቀጥል አለ መንግስት,Country
በወልዲያ ልክ እንደቆቦ ተመሳሳይ ሁኔታ ነው ያለው,Non-Racist
በመሆኑም ሁሉም አማራ የተባለ እይፋኖ የህልውና ትግሉን ከቀድሞ ይበልጥ መደገፍ እና መሰለፍ ይገባዋል,Country
ታደ ለኔ ምርጤ ጃዋር ቢሰለጥንም እሪ ከበቡኝ ከማለቱ አይወጣም,Non-Racist
የግብፅ ኢንታማጆር ሱዳን ያደረጉት የውል ስምምነት በከፊል የሱዳን የግብፅ ወታደር በመተማ እንድገባ ደቡብ ሱዳን በጋምቤላ ልትገባ ሰራዊት ተበታትነዋል አያጋጥመንም ከሱዳን አባይ ሜትር በቀላሉ ከባድ መሳሪያወች መወርፈር አልሸባብ በሶማልያ ማስገባት በኤርትራ ውግያ መክፈት,Individual
ለበጎ ያልፋል እንሁን,Non-Racist
አይበገሬዉ የላስታ አሳምነዉ ፅጌ ብርጌድ ፋኖ ጀብድ በላስታ ዉስጥ ሙሉ ለሙሉ 27 ቀበሌዉን ተቆጣጥሮ ዋለ,Individual
እላችኋለሁ ከሴቶች ወንዶች ይሻሎኘል ቀናተኞች ሴቶች,Country
ሀገር ኦሮሚያ ለምለም የሆነ ምድር,Regional
የፖለቲካው ጡዘት ውጤት እንደኔ እንደኔ በአማራና ኦሮሚያ ክለልች ተማሪወችን ተቀሩት የአገሪቱ ዩኒቨርሲቲወች መመደብ,Country
ተውን ሁሁሁሁሁ ኦሮሚያ ኦርቶዶክስ ተዋህዶ ያለቀ ደደቦች ነቸው,Regional
ለዚህም ጥንትም ባንዳነት ከዛራቸው የዘር ሀረጋቸው የሚመዘዝ የኋላ ታሪካቸው በቅጡ የማይታወቁ እና በስመ አማራ ኮታ በሚጠሩ ተልከስካሽ ጀነራል እና በድን ብአዴኖችን በመጠቀም የተስፋፊነት ባህሉን ለማርከት አልማዝን በአልማዝ የመቁረጥ ታክቲክ ተጠቅሞ ቢፍጨረጨርም የድል ጊዜውን ጥቂትም ቢሆን የማምሻ እድሜውን ለማቆየት ሲያጣጥር ከመታየት ውጪ ስንዝር አይጓዝም,Regional
ጽሁፍ የጸፈው ይህንን የለጠፈው ዋልታ ቲቪ ራሱ ቀንደኛ ዘረኞች ራስን ንጹህ እያደረክ የራስህን ዘረኝነት በሆነ ማንነት ደብቆ ሌላውን መኮነን ራሱ ዘረኝነት,Individual
እስከ ቅርብ ጊዜ ምንም አይነት እንቅስቃሴ ባልተደረገበት የወሎ ወረባቦ ወረዳም ፋኖዎች በርካታ መንደሮችንና አካባቢዎች በመቆጣጠር ከቄሮ ነጻ ማዉጣት ጀምረዋል,Individual
ጉዱ እፍረት የሚባል አሁንስ ማየት በሽታችሁ ግልበጣ ይቀልዳል ጥያቄ ምልክት ያደረከውን ወደራስህ አዙረው,Non-Racist
መከላከያን ለማጥፋት ሙሉ ማጥቃት ላይ የተመሰረተ እንቅስቃሴ እንዲደረግ የተወሰነ ነው,Country
አልባት አፍነውትስ,Country
መረጃ ይሰራጭ ማይመኸድ ስለሚታዩት ሚሳይሎች ወሳኝ ጥቆማ መኸድ አቅራቢያ የጁንታውን የሚሳይል እርቃኑን አውጥቸልካለው ዛሬም ነገም ማይመኸድ አቅራቢያ በቀላሉ ጎግል ብታደርጉ የተጠመዱት ሚሳይሎች ድግሪ እየተሽከረከሩ ይታያሉ ከተከበበው ተመልከቱ እያንዳንዳቸው ሚሳይሎች በድምሩ ስምንት ሚሳይሎች ተጠምዷል ክምችቱ ተቆጣጠርኩት ካለው መኸድን አቅራቢያ ጉድጓድ መሰል ምሽግ በአየር መመታት ምናልባትም ሚሳይል አውሮፕላንም ባይሆን አየር ሀይሉ በግልፅ የሚታይ መሳሪያ ክምችት አመድ ባልተሳነው ለማንኛውም ምሽግ ኢላማ ይካተትና ለመከላከያም ፍንጭ ሙያዊ መረጃውን አፈትላኪ አጋርታለች ትኩረት ይሰጠው,Country
በእውነት ነፍስ የሆንሽ እህት,Non-Racist
ሁለተኛው ምክንያት የአማራ ፋኖ  ያነገበው አላማ ሌላውን ለመጨቆን ለማሳደድ ለመበቀል ለመግደል ሳይሆን በመላው ሀገሪቱ ላይ የሰፈነውን ኢስብአዊነት ሌብነት ከፋፋይነትና የጥፋት መንገድ ይዞ የስልጣንላይ ያለውን ሀይል በማስወገድ ፍፁም ሰላማዊ ሀገር ወዳድ የሆነና ሁሉንም ኢትዮጵያውያን እኩል የሚያስተናግድ ስርዓትን ለመመስረት ነው,Non-Racist
በመከላከያ ዩንቨርስቲ የመከላከያ ኢንጅነሪንግ ዩንቨርስቲን በመቀላቀል በመቶ አለቃ ማዕረግ የኢንጅነሪንግ ትምህርቱን በማጠናቀቅ በምስራቅ ዕዝ የመከላከያ የከባድ እና የቡድን መሳሪያ የጥገና እና የታንክ መሀንዲስ በመሆን ያገለገለ ጀግና ነው,Non-Racist
የታገቱ ተማሪወችን አስለቅቁ ልቀቋቸውበድሀ እንባ አትቀልዱአላስገደልኩትም ውሸት ሲደጋገም የሚቀበል,Non-Racist
ሚድያውም የሚድያ ሰራተኛውም ሀላፊውምኮ ብአደን አደፓብልፅግና እንጅ የአስተሳሰብ ለውጥ ኮ የለምድሮም የመለስ ኮረቻ ዛሬም የአቢይ ሶፋ አከተመ,Non-Racist
ኀዳጌ በቀል በሆኑት በአባቶቻችን አይተነዋል,Individual
ሐገር እማ ሐገር ናት,Non-Racist
በኛዋ ምስኪን ሃገር ወንዶች ሲራገጡ ስርአት ያፈርሱና ዳፋው ለሴቶች ህፃናት ይተርፋል,Country
ለሚገባው ቢፃፍ ይህም አይገባውም ብየ,Non-Racist
ድየጎ አርማንዶ ማራዶና የአለማችን የእግር ንጉስ አመቱ አለም በሞት ተለየ መረጃ,Non-Racist
ዘረኛ የሚል ቃል የሚገልጸው ለዋልታ,Individual
የምንወደውን ህዝብ ለመንጠቅ እንደምትሰራው በቅርቡ ያልታወቁ የፋኖ ሀይሎች አንተን እና የምተወዳቸውን ቤተሰቦችህን ሰላም እንደሚሏቸው ደወላችሁ አድርሱት,Individual
አገዛዙ ሆን ብሎም በትግሬዎችና በአማራዎች መካከል ጦርነት በድጋሚ እንዲቀሰቀስ ለማድረግ አበክሮ እየሰራበት ነው ይባላል,Country
ባለፈው ሳምንት የማዕከላዊ ጎንደር ዞን አስተዳደር ካድሬዎች አካባቢው ላይ እየተቀጣጠለ የመጣውን የአማራ ፋኖ ትግል ለማጨናገፍ የቅማንት ማህበረሰብን በአይከል ከተማ ስብሰባ በመጥራት በአማራ ፋኖ ልትወረሩ ነው የሚል ስብሰባ ጠርተው የነበሩ ቢሆንም በቅማንት ማህበረሰብ ዘንድ ከዞን የመጡ ካድሬዎች ከወንድሞቻችን ጋር ልታባሉን ነው,Individual
ችግሩ የሆድ ስልጣን የያዙት ባለስልአናት,Country
ድያስቦራ የህወሀት ደጋፊወች ለተቃውሞ ይዘውት የወጡት ባነር ባልተገመተ ተቃውሞው መልኩ ተቀይሮ በሬሳ ሳጥን የመጨረሻው የቀብር ስነስርአት ውሏል ጉድና,Non-Racist
የአማራ ምድር ለጠላት መግቢያው ወለል ያለ ሰፊ ሲሆን መውጪያው ግን ከመርፌ ቀዳዳ በላይ የጠበበች ናት,Regional
ድጎ ፅዬን ከተማ በሰራዊቱ ከሞጣ አካባቢ በሚተኮስ ቤም ሮኬት ቀኑን ሙሉ ስትደበደብ ውላለች,Country
ያለፈው የመጀመሪያው ዙር ድርድር ወቅት፣ በታንዛኒያ የተደረገው፣ አይሳካም የሚል አስያየት ነበር የሰጠሁት,Non-Racist
ለሙስሊም ለኦሮሞ የማቶን ገደል ትግባ ካልኖርንባት ትሰራለች ቄሮ መፍረስ ግድ እዳይሰጥህ ትግልህን ከግብ አደርሰው,Country
ዋልታ አንችም ካዛረኝነት ጸዳሽ ሆነሽ ትናገሪ ጀመር ዘረ ቢስ,Individual
እናቴ ስትሰማ ልትለው እንደምትችል አሰብኩት የግሸኗ እናቴ ነይልኝ ድሮም ሴታሴት ሴትነቱን በይፋ አወጀ,Individual
ጦርነቱን የተመለከተ ወቅታዊ መረጃ የመከላከያ ሰራዊታችን በአድዋ ተምቤን መስመር ማይቅናጥል በተባለውና ሰላስል በተሰኘው የሀውዜን ተምቤን መገንጥያ መንገድ የገጠመውን የጁንታውን ሀይል አደረገው መገንጠያ የሰራዊቱን ግስጋሴ ለመግታት በኮሎኔል ፀጋየ ማርክስና በኮሎኔል ሸሪፎ የሚመራው የጁንታው ተደምስሷል የመከላከያ ዘመቻ መመሪያ ማምሻውን እንዳስታወቀው የመከላከያ ሰራዊታችን ጦሩን ከደመሰሰ ቡኋላ መቀሌ የሚያደርገውን አጠናክሮ ቀጥሏል የአስቸኳይ አዋጅ መረጃ ማጣሪያ,Country
ለፀሀፊው ያስመሰግነዋል ለዋልታ ቲቪ ለፋና ለኢቲቪ ለኢሳት ቲቪ ለፍላፊ ብሄረተኞች ጋዜጠኛማ አይደሉም ስለዚህ ቀድመው ቀልብ ገዝተው ያንብቡት እነሱ ህዝቡን እያባሉ ያሉት,Individual
የእርኩስመንፈስ ጦርነት መጠ አማራ ቆርጦ የሚነሳው በእምነቱ ይለይለት ከሞትንም ፅድቅነው ጀምራቹታል,Non-Racist
ምድረ ዘረኝነት ማምረቻ,Non-Racist
ዛሬ 24/2/2016 ዓ.ም መነሻዉ ከላሊበላ ወደ ላስታ የገሰገሰ የጠላት መከላከያ ኃይል  በነበልባሉ ፋኖ ቁጥጥር ስር ከሆኑት ከ27 ቀበሌ  ዉስጥ አንዷን በመያዝ አድማሱን ለማስፋት የሞከረዉ የጠላት ኃይል በመጣበት መንገድ ዋጋዉን ቀምሷል,Country
ኦሮሞስ አይታማም ቆሻሻ እንኳን አታችሁ ተሰዳችሁ የመጣችሁ ስደተኞች እናንተ አማሮች ናችሁ,Regional
ደቡብ ኦነግ ሀምሳ ተገድለው በአስርሽህወች ገደማ የተፈናቀሉበት የደቡብ ጉማይደ አካባቢ ኮንሶ ቡርጅ አማራና ብሄሮች የጥቃቱ ሰለባ ታጣቂወቹ መንደሮችን አንዷቸዋል ኦነግ ከመቀሌም አንሙት አብርሀም,Individual
ስሚ ሸሌ የእናትሽ እምስ አሸባሪ የሸርሙጣ,Individual
አይዞህ እስኬው ሁሌም ከጎንህ ኢንሻአላህ እናሸንፋለን ድል ለእውነተኛ ድሞክራሲ,Individual
ፅንፈኛ የኦሮሞ ሙስሊምና ጴንጤ የኦርቶዶክስ ጠላት ስንል በማስረጃ,Regional
አሀን የገባችው ምድረ ደደብ,Non-Racist
ሁለተኛው ምክንያት የአማራ ፋኖ  ያነገበው አላማ ሌላውን ለመጨቆን ለማሳደድ ለመበቀል ለመግደል ሳይሆን በመላው ሀገሪቱ ላይ የሰፈነውን ኢስብአዊነት ሌብነት ከፋፋይነትና የጥፋት መንገድ ይዞ የስልጣንላይ ያለውን ሀይል በማስወገድ ፍፁም ሰላማዊ ሀገር ወዳድ የሆነና ሁሉንም ኢትዮጵያውያን እኩል የሚያስተናግድ ስርዓትን ለመመስረት ነው,Non-Racist
በስላም ተመለስ አብያችን ከቀን ጅቦች ይጠብቅህ,Non-Racist
አማራ የሆናችሁ ብዙ ተከታይ ያላችሁ ቲክቶከሮች ዩቱበሮች አጉል ዘመናዊነት አጉል ሚዛናዊት መስላችሁ የምትተርፉ አይምሰላችሁ ዛሬውኑ ተሰባስባችሁ ወገኔ ለምትሉት ህዝብ ተነስታችሁ የፋኖ ድምፅ ሁኑ,Individual
የፋኖ መግለጫ በራሳችን ልጆች መመራት ያቆመናል,Individual
እውነት ለመናገር ይሄ ለተራራ የገዘፈ ነበልባል ፋኖ በጥሩ የሂሳብ ባለሞያ እውቀት ብቻውን ቢሰላ በ125 ሚኒሻ ብርሀኑ ጁላ እና በ85 ሚኒሻ አበባው ታደሰ አይመነዘርም ትላላችሁ,Individual
መለሰን አላየኸውም ማፈሪያ,Regional
የጁንታው አመራሮች በመከላከያና የፀጥታ ሀይሎች ትብብር የተያዙት በምስሉ የሚታዩት,Individual
የጁንታው ቡድን አመራሮች ሀገር ሰላም ሀገር ሰላም ኮማንዶወች ተሰማርተዋል,Individual
ሩሲያ ከአለም አቀፉ የጦር ወንጀለኞች ፍርድ ቤትአይሲሲ አባልነት ራሷን አገለለች የሩሲያው ፕሬዝዳንት ቭላድሚር ፑቲን ሃገራቸው ከችሎቱ አባልነት መውጣቷን አስመልክቶ የሃገሪቱ,Non-Racist
ሁላችንም ከጀግኖቻችን ጋር እንሰለፍ በቅርቡ ታላቅ የምስራች አለን ድል ለፋኖ,Individual
ረደኤት በረከት አይለየን ቅድስት ሃገር ጦቢያ ይጠብቅልን ተክለሃይማኖት,Non-Racist
በጎጃም ያለህ ፋኖ ደግሞ ፀረ-ኢትዮጵያ የሆነን መከላከያ ማጥቃትና ደፈጣውን አጧጡፈው,Country
ሲጀመር የብአደን አመራሮችና የአማራ ቲቢ እንጅ ኮረፖሬሽን አልለውም እሄ ጋዜጣዊ መግለጫ መስፈረቱ አካል ስለነበረ,Non-Racist
በርካታ መከላከያ  በአፈር በኩል አድርገው ፋኖን ተቀላቅሏል,Country
የምስራች የደጋ ዳሞት ፋኖ ከህዝብ ጋር በመቀናጀት በሶስት ግንባር መጥቶ የነበረውን ደፋሪ ሀይል በመደምሰስ እና ቀሪውን በመጣበት  በመመለስ የአባ ሻውልን ታሪክ ደግሟል,Individual
ሀይማኖት በሀይማኖት ካባ መሬት ዘርፏል,Country
እይ አካለወልድ,Individual
ምናለ ብላችሁ ሰላም ብሰጡን,Individual
አፍነጫ ሲመታ አይን እንደሚያለቅሰዉ ሁሉ ከየትኛውም አለም ጥግ አንድ አማራ ሲነካ ሁሉም በጋራ ሊያመው ይገባል,Regional
በኋላ በአባቶቹ ዘመን የጣሊያን እንቁላል ቀቃይ የሆነው የፅንፈኛው ኦህዴድ ፀረ ኢትዮጵያ አይምሮ የፋሽስት ጎመን ሰራዊት አገሪቷ አለኝ የምትለውን ሰራዊት እና መሳሪያ ሁሉ ይዞ ተጠቃሎ በሁሉም አቅጣጫ ወደ ጎጃም መግባቱ ከውስጥ ተጨባጭ መረጃ መውጣቱ ተሰምቷል,Country
ገንዘብ እንደሌለህ ስታውቅ ኸን ለአንተ አልገባም ከኔ የተሻለችዋን ይስጥህ,Individual
አማራ  አንድ ሲሆን #ደጋ ዳሞትን #ቋሪትን #ሰከላን ይመስላል,Regional
እጅ መስጠት ብልህነት ነው አብዛኛው ስራዊቱ እጂን በገፍ እየሰጠ ነው ሌሎቻችሁም ወይ ስጡ አለዚያ ታልቃላችሁ,Country
የታገቱት መለቀቅ ዋጋ አጋቹቹስ አሁንም ከስጋት,Non-Racist
የሴክስ ማሽንእና ጫጩት መፈልፈያ አንድ ናቸው,Country
አድስ አባ በያንደሰንዱ ነዋሪ በግልም በመንግስት ቀበሌ ቤቶች ያለባለቤቱ ፍቃድ እውቅና በቀበሌ መሃደራቸው ቄሮወችን በማስገባት መታወቂያ በማደል የምርጫ ካርድ እንድወሰረዱ በድብቅ በየቀበሌው ይህንን የሚያስፈጽም ተመድቦ ምርጫውን ለማጭበርበር እየተሰራ አያንዳንዱ ግለሰብ ማህደሩን ሊያይ በያንዳንዱ 3 5 ቄሮ መታወቂያ እንድወስድ,Individual
በሙስሊም ሚሸበሩት ሰይጣን ኦርቶዶክስ,Country
ጀግናው መከላከያ የአማራ ሀይል ሁመራን ተቆጣጠሩ የበጌምድር ጎንደር አካል የነበረችው ወያኔ በጉልበት ትግራይ አካቷት የቆየችው ሁመራን መከላከያ የአማራ ሀይል ባደረጉት የተቀናጀ ጥቃት ተቆጣጥረዋል የትግራይ ሀይል እጃቸውን እየሰጡ የወያኔ ሰራዊት ተደምስሷል,Regional
ጀግናው የመተከል አርሶ አደር አማራ በባለስልጣናት በሚመራው የኦሮሞ ኦነግ ሽብር ሀይል ቤተሰቡን በሞት እንደተነጠቀና እንደተሰበረ አይቀርም የጊዜ,Individual
የፈጠጠው ዝርፊያ የዘረፍከውን ውሰድ የተሰጠው የአብይ ወታደር ከህዝቡ ቀምቶ የወሰደውን ሞባይሎችና ገንዘብ ሲቆጥር ይውላል,Country
ወንዶች ሆዳቸውን ይወዳሉ,Country
ጋላን የማዳከሙ እና የማጥፋት ሁኔታ ህዝብ ከአዛውነት እስከ ህጻናት ሁሉም እውነታውን አውቆ ተስልፏል,Regional
የብልግና ሚድያ መሆኑን አሳወቁን ምድረ ዱቄታሞቾ,Non-Racist
